place_ratings,place_name,category,city,price,rating
1,Taman Sejarah Bandung,Budaya,Bandung,0,4.6
4,The Great Asia Africa,Taman Hiburan,Bandung,50000,4.4
2,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,4.4
3,Masjid Salman ITB,Tempat Ibadah,Bandung,0,4.8
5,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4
2,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5
4,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5
1,Curug Cipanas,Cagar Alam,Bandung,20000,3.9
2,Surabaya North Quay,Taman Hiburan,Surabaya,50000,4.4
3,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4
3,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,3000,4.5
1,Museum Bank Indonesia,Budaya,Jakarta,2000,4.7
5,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6
1,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7
5,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,4.3
1,Situ Cileunca,Cagar Alam,Bandung,2500,4.4
1,Monumen Palagan Ambarawa,Budaya,Semarang,7500,4.4
1,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,4.2
5,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,0,4.4
5,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4
4,Taman Srigunting,Taman Hiburan,Semarang,0,4.7
5,Kiara Artha Park,Taman Hiburan,Bandung,15000,4.4
4,Museum Barli,Budaya,Bandung,15000,4.4
1,Candi Ijo,Budaya,Yogyakarta,5000,4.6
1,Kiara Artha Park,Taman Hiburan,Bandung,15000,4.4
3,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,0,4.7
2,Perkebunan Teh Malabar,Cagar Alam,Bandung,5000,4.4
5,Curug Anom,Cagar Alam,Bandung,0,4.6
2,Masjid Al-Imtizaj,Tempat Ibadah,Bandung,0,4.7
1,Pantai Baron,Bahari,Yogyakarta,10000,4.4
5,Lawang Sewu,Budaya,Semarang,10000,4.6
4,Kidzania,Taman Hiburan,Jakarta,185000,4.6
3,Kampung Korea Bandung,Budaya,Bandung,15000,4.1
1,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,2000,4.6
5,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6
1,Kota Tua,Budaya,Jakarta,0,4.6
1,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,0,5.0
1,Kampung Pelangi,Taman Hiburan,Semarang,3000,4.3
4,Taman Vanda,Taman Hiburan,Bandung,0,4.3
3,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4
4,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,0,4.7
2,Patung Sura dan Buaya,Budaya,Surabaya,0,4.6
5,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,4.1
4,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,3000,4.5
3,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,10000,4.5
4,Kampung Korea Bandung,Budaya,Bandung,15000,4.1
1,Gua Pawon,Cagar Alam,Bandung,10000,4.5
3,Alun Alun Selatan Yogyakarta,Taman Hiburan,Yogyakarta,0,4.6
2,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6
4,Pulau Pari,Bahari,Jakarta,150000,4.0
2,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta,0,4.0
1,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4
3,Bukit Panguk Kediwung,Budaya,Yogyakarta,250000,4.5
2,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,20000,4.5
5,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,4.4
1,Jalan Braga,Budaya,Bandung,0,4.7
2,Museum Sumpah Pemuda,Budaya,Jakarta,2000,4.7
5,Bukit Panguk Kediwung,Budaya,Yogyakarta,250000,4.5
3,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,5500,4.3
4,Kampoeng Djadhoel Semarang,Budaya,Semarang,10000,4.7
5,Studio Alam Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
1,Benteng Pendem,Budaya,Semarang,5000,4.2
4,Kawah Putih,Cagar Alam,Bandung,81000,4.5
5,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,0,4.3
2,Upside Down World Bandung,Taman Hiburan,Bandung,100000,4.0
1,Watu Lumbung,Cagar Alam,Yogyakarta,5000,4.3
3,Dago Dreampark,Taman Hiburan,Bandung,40000,4.2
1,Museum Basoeki Abdullah,Budaya,Jakarta,1000,4.6
4,Pantai Goa Cemara,Bahari,Yogyakarta,4000,4.3
1,Pasar Seni,Pusat Perbelanjaan,Jakarta,0,4.4
1,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,0,4.6
5,Wisata Kaliurang,Cagar Alam,Yogyakarta,8000,4.4
4,Taman Begonia,Cagar Alam,Bandung,10000,4.4
4,Museum Gedung Sate,Budaya,Bandung,5000,4.6
1,Orchid Forest Cikole,Taman Hiburan,Bandung,50000,4.6
1,House of Sampoerna,Budaya,Surabaya,0,4.6
4,Sam Poo Kong Temple,Budaya,Semarang,35000,4.5
1,Taman Bunga Celosia,Cagar Alam,Semarang,25000,4.3
3,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,4.4
5,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6
1,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6
2,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,50000,4.5
2,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,2500,4.5
5,Museum Joang 45,Budaya,Jakarta,2000,4.0
3,Rumah Sipitung,Budaya,Jakarta,5000,4.5
4,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6
5,Pasar Seni,Pusat Perbelanjaan,Jakarta,0,4.4
4,Taman Bunga Celosia,Cagar Alam,Semarang,25000,4.3
1,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,0,4.3
4,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,25000,4.5
1,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4
4,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3
5,Desa Wisata Lembah Kalipancur,Taman Hiburan,Semarang,0,3.9
1,Air Terjun Kali Pancur,Cagar Alam,Semarang,5000,4.1
3,Pantai Maron,Bahari,Semarang,5000,3.4
1,Amazing Art World,Budaya,Bandung,75000,4.5
1,Pelabuhan Marina,Bahari,Jakarta,175000,4.4
3,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0
2,Sunrise Point Cukul,Cagar Alam,Bandung,10000,4.6
1,Pantai Sundak,Bahari,Yogyakarta,5000,4.5
1,Taman Srigunting,Taman Hiburan,Semarang,0,4.7
1,Puncak Segoro,Cagar Alam,Yogyakarta,5000,4.2
1,Lawang Sewu,Budaya,Semarang,10000,4.6
5,Monumen Selamat Datang,Budaya,Jakarta,0,4.7
3,Waduk Jatibarang,Cagar Alam,Semarang,2500,4.3
2,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5
1,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta,0,4.0
4,Air Mancur Menari,Taman Hiburan,Surabaya,35000,4.4
2,Galeri Indonesia Kaya,Budaya,Jakarta,0,4.8
1,Hutan Bambu Keputih,Cagar Alam,Surabaya,0,4.3
1,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,5000,4.7
1,Kampung Korea Bandung,Budaya,Bandung,15000,4.1
4,Tafso Barn,Cagar Alam,Bandung,0,4.2
1,Ocean Ecopark,Taman Hiburan,Jakarta,180000,4.0
5,Masjid Al-Imtizaj,Tempat Ibadah,Bandung,0,4.7
4,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,Yogyakarta,22000,4.2
1,SnowBay Waterpark,Taman Hiburan,Jakarta,180000,4.3
1,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5
1,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1
3,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1
2,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8
2,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,Yogyakarta,22000,4.2
1,The Escape Hunt,Taman Hiburan,Jakarta,70000,4.4
4,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,6000,4.5
1,Museum Wayang,Budaya,Jakarta,5000,4.5
2,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,15000,4.5
1,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,4.4
5,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,80000,4.2
1,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,5500,4.3
1,Rumah Batik,Budaya,Surabaya,0,4.5
1,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4
5,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,10000,4.5
3,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6
5,Air Terjun Semirang,Cagar Alam,Semarang,9000,4.4
1,Pantai Sedahan,Bahari,Yogyakarta,5000,4.5
1,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,4.3
1,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4
5,Perkebunan Teh Malabar,Cagar Alam,Bandung,5000,4.4
1,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6
5,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,0,4.4
1,Pantai Jogan,Bahari,Yogyakarta,5000,4.4
3,Taman Film,Budaya,Bandung,0,4.3
1,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,3000,4.5
1,Semarang Contemporary Art Gallery,Budaya,Semarang,10000,4.6
5,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,4.1
4,Surabaya Museum (Gedung Siola),Budaya,Surabaya,0,4.5
1,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,0,4.5
1,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4
2,Taman Sungai Mudal,Cagar Alam,Yogyakarta,10000,4.6
5,Taman Sejarah Bandung,Budaya,Bandung,0,4.6
2,Trans Studio Bandung,Taman Hiburan,Bandung,280000,4.5
1,Taman Impian Jaya Ancol,Taman Hiburan,Jakarta,25000,4.5
4,Pasar Baru,Pusat Perbelanjaan,Bandung,0,4.3
1,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,0,4.3
5,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1
5,Monumen Kapal Selam,Budaya,Surabaya,15000,4.4
5,Kampoeng Djadhoel Semarang,Budaya,Semarang,10000,4.7
3,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3
1,Curug Anom,Cagar Alam,Bandung,0,4.6
2,Panama Park 825,Taman Hiburan,Bandung,50000,4.4
1,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6
3,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1
3,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6
4,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6
1,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4
1,Bukit Panguk Kediwung,Budaya,Yogyakarta,250000,4.5
1,Wot Batu,Cagar Alam,Bandung,50000,4.7
5,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,5000,4.7
1,Jendela Alam,Taman Hiburan,Bandung,20000,4.4
1,De Mata Museum Jogja,Budaya,Yogyakarta,50000,4.4
1,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4
5,Sindu Kusuma Edupark (SKE),Taman Hiburan,Yogyakarta,20000,4.2
3,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3
5,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,25000,4.3
5,GunungTangkuban perahu,Cagar Alam,Bandung,30000,4.5
3,Puspa Iptek Sundial,Taman Hiburan,Bandung,25000,4.4
2,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2
1,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6
2,Goa Rong,Cagar Alam,Semarang,5000,4.3
3,Taman Sejarah Bandung,Budaya,Bandung,0,4.6
1,The Great Asia Africa,Taman Hiburan,Bandung,50000,4.4
3,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,0,4.6
1,Situs Warungboto,Taman Hiburan,Yogyakarta,0,4.4
1,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung,23000,3.9
2,Pantai Patihan,Bahari,Yogyakarta,5000,4.1
2,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
4,Waduk Jatibarang,Cagar Alam,Semarang,2500,4.3
1,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,0,4.0
5,Pasar Baru,Pusat Perbelanjaan,Bandung,0,4.3
1,Pantai Timang,Bahari,Yogyakarta,10000,4.7
3,Galeri Nasional Indonesia,Budaya,Jakarta,0,4.6
4,Pantai Maron,Bahari,Semarang,5000,3.4
1,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5
2,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,0,4.4
2,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,80000,4.2
3,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,Yogyakarta,22000,4.2
1,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4
5,Caringin Tilu,Cagar Alam,Bandung,0,4.4
2,Taman Srigunting,Taman Hiburan,Semarang,0,4.7
1,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5
1,Kyotoku Floating Market,Budaya,Bandung,175000,4.5
5,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4
3,Museum Basoeki Abdullah,Budaya,Jakarta,1000,4.6
4,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4
5,Museum Sri Baduga,Budaya,Bandung,3000,4.5
1,Gunung Lalakon,Cagar Alam,Bandung,0,4.8
2,Masjid Istiqlal,Tempat Ibadah,Jakarta,0,4.7
1,Pantai Sepanjang,Bahari,Yogyakarta,10000,4.4
1,Museum Kebangkitan Nasional,Budaya,Jakarta,2000,4.7
1,Taman Pelangi,Taman Hiburan,Surabaya,0,4.5
1,Stone Garden Citatah,Taman Hiburan,Bandung,30000,4.4
1,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,0,4.4
3,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,2500,4.4
1,Taman Begonia,Cagar Alam,Bandung,10000,4.4
3,Tebing Karaton,Cagar Alam,Bandung,15000,4.5
1,Pantai Marina,Bahari,Semarang,3000,4.1
5,Monumen Sanapati,Budaya,Yogyakarta,15000,4.3
2,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8
2,Taman Kunang-Kunang,Taman Hiburan,Surabaya,0,4.4
4,Pantai Cipta,Bahari,Semarang,5000,4.0
3,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7
4,Candi Donotirto,Budaya,Yogyakarta,0,4.4
1,Pulau Bidadari,Bahari,Jakarta,5000,4.6
1,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6
4,Curug Anom,Cagar Alam,Bandung,0,4.6
3,Dunia Fantasi,Taman Hiburan,Jakarta,270000,4.6
5,Pulau Pramuka,Bahari,Jakarta,5000,4.2
4,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3
1,Patung Sura dan Buaya,Budaya,Surabaya,0,4.6
4,Taman Lansia,Taman Hiburan,Bandung,0,4.4
1,Pantai Siung,Bahari,Yogyakarta,10000,4.6
1,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,4.8
2,Taman Badak,Taman Hiburan,Bandung,0,4.5
2,Pulau Tidung,Bahari,Jakarta,150000,4.5
1,Perpustakaan Nasional,Budaya,Jakarta,0,4.7
5,Museum Ullen Sentalu,Budaya,Yogyakarta,100000,4.7
4,Candi Borobudur,Budaya,Yogyakarta,50000,4.7
1,Museum Seni Rupa dan Kramik,Budaya,Jakarta,5000,4.4
5,Pantai Jogan,Bahari,Yogyakarta,5000,4.4
2,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7
1,Candi Ratu Boko,Budaya,Yogyakarta,75000,4.6
1,Sendang Geulis Kahuripan,Cagar Alam,Bandung,10000,4.3
1,Caringin Tilu,Cagar Alam,Bandung,0,4.4
1,Wisata Lereng Kelir,Cagar Alam,Semarang,7000,4.3
5,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3
3,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,5000,4.1
2,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3
1,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,25000,4.6
3,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7
2,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4
4,Situ Patenggang,Cagar Alam,Bandung,20000,4.5
1,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5
1,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,5000,4.1
3,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3
5,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0
3,NuArt Sculpture Park,Taman Hiburan,Bandung,50000,4.7
1,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,3000,4.3
1,Museum Sumpah Pemuda,Budaya,Jakarta,2000,4.7
4,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6
2,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1
5,Pantai Ngobaran,Bahari,Yogyakarta,5000,4.6
4,Puncak Segoro,Cagar Alam,Yogyakarta,5000,4.2
4,Kebun Binatang Ragunan,Cagar Alam,Jakarta,4000,4.5
4,Taman Cattleya,Taman Hiburan,Jakarta,20000,4.5
1,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,0,4.4
4,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5
2,Kebun Binatang Ragunan,Cagar Alam,Jakarta,4000,4.5
4,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,4.0
3,Embung Tambakboyo,Taman Hiburan,Yogyakarta,0,4.4
3,Taman Keputran,Taman Hiburan,Surabaya,0,4.3
3,Sumur Gumuling,Taman Hiburan,Yogyakarta,7000,4.5
3,Taman Prestasi,Taman Hiburan,Surabaya,0,4.6
3,Pulau Pelangi,Bahari,Jakarta,900000,4.8
4,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4
4,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5
1,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,5000,4.1
2,Pantai Sepanjang,Bahari,Yogyakarta,10000,4.4
3,Pantai Parangtritis,Bahari,Yogyakarta,10000,4.5
1,Keraton Surabaya,Budaya,Surabaya,0,4.4
1,Taman Budaya Yogyakarta,Budaya,Yogyakarta,0,4.5
1,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2
1,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0
2,Embung Tambakboyo,Taman Hiburan,Yogyakarta,0,4.4
5,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2
4,Museum Layang-layang,Budaya,Jakarta,10000,4.5
4,Museum Seni Rupa dan Kramik,Budaya,Jakarta,5000,4.4
3,Wisata Kraton Jogja,Budaya,Yogyakarta,7000,4.7
1,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3
1,Pantai Nglambor,Bahari,Yogyakarta,10000,4.4
3,Taman Mundu,Taman Hiburan,Surabaya,0,4.4
3,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8
4,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3
3,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4
4,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7
1,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0
2,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5
1,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7
5,Air Terjun Kali Pancur,Cagar Alam,Semarang,5000,4.1
2,Kampung Korea Bandung,Budaya,Bandung,15000,4.1
3,Curug Batu Templek,Cagar Alam,Bandung,5000,4.1
1,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,0,4.9
1,Mountain View Golf Club,Cagar Alam,Bandung,375000,4.4
5,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,0,4.2
1,Pantai Patihan,Bahari,Yogyakarta,5000,4.1
5,Peta Park,Taman Hiburan,Bandung,15000,4.3
1,Air Mancur Menari,Taman Hiburan,Surabaya,35000,4.4
1,Pantai Sanglen,Bahari,Yogyakarta,10000,4.5
3,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,0,4.0
1,Museum De Javasche Bank,Budaya,Surabaya,5000,4.6
1,Museum Pos Indonesia,Budaya,Bandung,0,4.5
1,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5
1,Museum Pendidikan Nasional,Budaya,Bandung,5000,4.6
3,Taman Kasmaran,Taman Hiburan,Semarang,3000,4.5
5,Wot Batu,Cagar Alam,Bandung,50000,4.7
3,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,0,4.3
2,Watu Lumbung,Cagar Alam,Yogyakarta,5000,4.3
2,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5
4,Patung Sura dan Buaya,Budaya,Surabaya,0,4.6
4,Freedom Library,Budaya,Jakarta,0,5.0
5,Taman Pandanaran,Taman Hiburan,Semarang,0,4.4
4,Candi Ijo,Budaya,Yogyakarta,5000,4.6
5,Lembang Park & Zoo,Cagar Alam,Bandung,50000,4.5
3,Pantai Glagah,Bahari,Yogyakarta,5000,4.4
1,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3
1,Tebing Breksi,Budaya,Yogyakarta,20000,4.4
4,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5
4,Surabaya North Quay,Taman Hiburan,Surabaya,50000,4.4
1,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,Jakarta,35000,4.5
1,Pura Giri Natha,Budaya,Semarang,20000,4.7
1,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,4.4
1,Galeri Nasional Indonesia,Budaya,Jakarta,0,4.6
4,Pantai Ngobaran,Bahari,Yogyakarta,5000,4.6
1,Old City 3D Trick Art Museum,Budaya,Semarang,50000,4.4
1,Ciwangun Indah Camp Official,Cagar Alam,Bandung,10000,4.3
1,Taman Bunga Cihideung,Cagar Alam,Bandung,0,4.1
1,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,0,4.4
5,Pulau Bidadari,Bahari,Jakarta,5000,4.6
4,Rabbit Town,Taman Hiburan,Bandung,45000,4.0
3,The Great Asia Africa,Taman Hiburan,Bandung,50000,4.4
4,Pantai Sepanjang,Bahari,Yogyakarta,10000,4.4
2,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,30000,4.5
1,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,6000,4.5
5,Kawasan Malioboro,Taman Hiburan,Yogyakarta,0,4.8
1,Pantai Ngobaran,Bahari,Yogyakarta,5000,4.6
3,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3
5,Sea World,Taman Hiburan,Jakarta,115000,4.5
5,Taman Bunga Cihideung,Cagar Alam,Bandung,0,4.1
1,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,100000,4.5
1,Gua Belanda,Cagar Alam,Bandung,15000,4.4
5,Green Village Gedangsari,Taman Hiburan,Yogyakarta,2000,4.2
4,Taman Pandanaran,Taman Hiburan,Semarang,0,4.4
4,Pantai Kukup,Bahari,Yogyakarta,10000,4.0
2,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,Jakarta,300000,4.4
4,Rainbow Garden,Cagar Alam,Bandung,20000,4.6
1,Lava Bantal,Budaya,Yogyakarta,5000,4.4
2,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4
1,Museum Gedung Sate,Budaya,Bandung,5000,4.6
3,Atlantis Water Adventure,Taman Hiburan,Jakarta,94000,4.5
1,Bangsal Pagelaran,Budaya,Yogyakarta,5000,4.6
3,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,4.1
1,Taman Menteng,Taman Hiburan,Jakarta,0,4.5
1,Puspa Iptek Sundial,Taman Hiburan,Bandung,25000,4.4
1,Green Village Gedangsari,Taman Hiburan,Yogyakarta,2000,4.2
1,Wisata Kaliurang,Cagar Alam,Yogyakarta,8000,4.4
3,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4
1,Taman Tabanas,Taman Hiburan,Semarang,0,4.4
2,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6
1,Taman Ismail Marzuki,Budaya,Jakarta,5000,4.6
5,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5
4,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,0,5.0
1,Kota Lama Semarang,Budaya,Semarang,0,4.7
3,Pemandian Air Panas Ciater,Cagar Alam,Bandung,15000,4.3
2,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,4.0
3,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,10000,4.7
1,Bendung Lepen,Taman Hiburan,Yogyakarta,0,4.6
3,Kawasan Punclut,Taman Hiburan,Bandung,20000,4.4
5,Taman Tabanas,Taman Hiburan,Semarang,0,4.4
1,Studio Alam Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
1,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,4.1
3,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,2000,4.6
2,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4
1,Bukit Moko,Cagar Alam,Bandung,25000,4.5
4,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,0,4.9
3,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,3000,4.6
1,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5
4,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7
5,Taman Cattleya,Taman Hiburan,Jakarta,20000,4.5
5,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6
4,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6
1,Surabaya North Quay,Taman Hiburan,Surabaya,50000,4.4
2,Puncak Segoro,Cagar Alam,Yogyakarta,5000,4.2
3,Masjid Agung Ungaran,Tempat Ibadah,Semarang,0,4.7
1,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4
2,Benteng Pendem,Budaya,Semarang,5000,4.2
3,Gua Belanda,Cagar Alam,Bandung,15000,4.4
3,Museum Gedung Sate,Budaya,Bandung,5000,4.6
1,Kampung Batik Gedong Semarang,Budaya,Semarang,0,4.4
5,Tugu Proklamasi,Budaya,Jakarta,0,4.6
5,Candi Ijo,Budaya,Yogyakarta,5000,4.6
1,Sindu Kusuma Edupark (SKE),Taman Hiburan,Yogyakarta,20000,4.2
